"","CK0d1","CK0d2","CK0d3","CK3d1","CK3d2","CK3d3","CK10d1","CK10d2","CK10d3","CK30d1","CK30d2","CK30d3","CK45d1","CK45d2","CK45d3","Lp0d1","Lp0d2","Lp0d3","Lp3d1","Lp3d2","Lp3d3","Lp10d1","Lp10d2","Lp10d3","Lp30d1","Lp30d2","Lp30d3","Lp45d1","Lp45d2","Lp45d3","taxonomy"
"2080",1,1,1,0,0,0,0,0,0,0,0,2,0,4,0,1,2,1,0,0,1,0,2,1,0,0,2,0,0,0,"Terriglobus tenax"
"2081",0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,1,0,2,0,0,0,1,0,0,2,2,0,4,0,"Flavobacterium branchiicola"
"2082",3,0,1,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,1,3,2,0,2,0,0,1,0,0,"Bacillus sp. AF23"
"2083",1,0,0,1,0,0,0,0,0,0,2,1,0,2,2,0,2,0,1,0,1,0,0,0,1,2,2,0,1,0,"Psychrobacter sp. NG27"
"2084",0,0,1,0,0,0,0,0,2,1,0,1,0,3,1,0,0,0,3,0,0,2,0,2,0,0,2,0,0,1,"Larkinella humicola"
"2085",0,0,0,0,0,3,0,0,1,0,1,3,0,4,0,1,0,1,0,0,0,0,0,2,0,1,0,0,1,1,"Unclassified_p_Candidatus Aerophobetes"
"2086",1,0,2,1,2,1,0,1,0,1,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,2,1,1,0,0,"Arthrobacter sp. GMC3"
"2087",0,0,0,0,3,0,0,1,0,0,3,4,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,"Unclassified_g_Williamsia"
"2088",0,1,0,0,0,1,0,0,0,0,1,5,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,3,1,0,"Ancylomarina longa"
"2089",0,0,0,1,0,0,0,0,1,1,0,4,0,3,0,2,1,2,0,0,1,0,0,0,0,0,2,0,0,1,"Escherichia albertii"
"2090",0,1,0,0,0,0,0,0,0,0,1,4,0,3,0,2,0,1,1,0,1,1,0,1,1,0,0,1,1,0,"Unclassified_f_Oceanospirillaceae"
"2091",0,2,0,0,0,0,1,0,0,1,0,1,0,2,4,2,0,2,1,1,0,0,0,0,2,0,0,0,0,0,"Unclassified_g_Fusobacterium"
"2092",2,1,0,1,5,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,"Anaerocolumna xylanovorans"
"2093",0,1,0,1,0,0,0,2,0,2,1,1,0,4,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,"Rhodopirellula sp. TMED11"
"2094",0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,1,2,0,0,2,0,0,2,0,1,1,1,1,0,"Sporomusa silvacetica"
"2095",1,2,0,0,0,0,0,2,0,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,0,0,2,1,1,0,"Candidatus Pantoea edessiphila"
"2096",0,0,0,1,2,1,0,0,2,0,0,1,0,4,0,0,1,1,1,0,1,1,0,0,2,0,1,0,0,0,"Unclassified_g_Lysobacter"
"2097",0,0,2,1,0,1,0,0,0,1,0,0,0,6,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,"Candidatus Mycoplasma haemolamae"
"2098",2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,2,1,1,1,1,0,1,0,"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_38_11"
"2099",0,0,0,0,0,1,0,0,2,2,1,1,0,4,0,1,1,0,1,1,0,2,0,1,0,0,0,0,1,0,"Leptospira weilii"
"2100",0,1,0,1,0,0,0,0,1,0,0,1,2,7,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Cupriavidus gilardii"
"2101",0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,1,1,0,0,0,0,3,2,0,3,0,0,1,"Candidatus Falkowbacteria bacterium RIFOXYB2_FULL_35_7"
"2102",0,0,0,0,1,0,1,0,0,0,0,0,1,5,0,0,1,1,0,1,1,1,0,2,2,0,2,0,0,0,"Marinifilum sp. JC120"
"2103",0,0,0,1,1,1,0,0,0,0,0,0,2,0,4,2,0,0,2,1,0,2,2,1,0,0,0,0,0,0,"Salinisphaera sp. LB1"
"2104",1,3,1,2,1,1,1,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,1,1,0,0,0,"Holophaga foetida"
"2105",2,0,2,1,0,1,0,0,0,1,1,0,2,0,1,2,1,0,2,0,1,0,0,0,0,0,0,0,1,1,"Dialister succinatiphilus"
"2106",0,1,1,0,0,0,0,0,1,0,1,3,0,2,0,3,0,1,1,0,0,0,0,1,1,1,2,0,0,0,"Reyranella soli"
"2107",0,1,0,1,1,0,1,0,1,1,0,0,2,0,2,2,1,2,0,0,1,0,3,0,0,0,0,0,0,0,"Olavius algarvensis associated proteobacterium Delta 3"
"2108",0,2,4,2,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,3,0,1,0,0,1,0,0,0,"Kribbella aluminosa"
"2109",0,1,2,1,1,0,1,0,0,0,0,0,0,0,1,1,3,0,2,1,0,1,0,0,1,0,2,1,0,0,"Symmachiella dynata"
"2110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,1,1,0,3,5,1,"Azospirillum brasilense"
"2111",1,0,0,1,0,3,1,0,1,0,2,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,1,2,1,0,"Arthrobacter sp. 9E06"
"2112",0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,2,0,0,2,3,1,1,2,1,0,0,0,0,0,0,"Hymenobacter sp. ISL-91"
"2113",1,0,0,0,0,0,1,0,0,2,0,2,0,2,1,1,2,1,0,1,1,0,0,0,0,3,0,0,0,0,"Sediminihabitans luteus"
"2114",1,2,0,1,1,0,0,0,0,3,1,0,2,0,0,0,0,1,2,0,1,0,2,1,0,0,0,0,0,0,"Unclassified_g_Caulobacter"
"2115",0,1,0,1,0,0,0,2,2,0,0,0,1,0,1,0,0,1,3,1,1,1,1,0,0,2,0,0,0,0,"Croceivirga lutea"
"2116",0,0,0,0,0,2,0,1,0,1,1,2,0,2,0,0,0,1,1,2,0,0,0,1,0,0,3,0,1,0,"Sabulilitoribacter sp. BrNp1-15"
"2117",3,1,4,1,0,1,1,0,0,0,2,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,"Paenibacillus contaminans"
"2118",2,0,1,1,0,0,1,0,0,0,0,1,0,2,0,1,0,2,0,0,1,0,0,0,1,0,5,0,0,0,"Candidatus Burkholderia crenata"
"2119",0,0,1,2,0,0,1,1,0,0,0,0,1,1,0,2,2,2,2,1,0,1,0,0,0,0,0,0,0,1,"Rathayibacter sp. AY1B7"
"2120",1,0,0,4,0,0,0,0,1,0,2,0,0,0,0,2,0,0,2,1,2,0,1,0,0,0,0,2,0,0,"Gordonia amarae"
"2121",0,0,0,0,0,0,0,0,2,0,1,3,0,5,0,1,0,1,1,0,0,0,0,1,0,0,1,2,0,0,"Clostridium sp. SM-530-WT-3G"
"2122",0,0,0,0,0,0,0,0,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,7,0,2,"Pseudoalteromonas sp. SG44-5"
"2123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,"Gluconobacter kondonii"
"2124",0,0,0,0,0,1,0,0,0,0,1,0,2,3,1,1,0,1,0,0,0,0,0,1,0,1,4,2,0,0,"Mesorhizobium sp. LNJC384A00"
"2125",0,0,0,0,2,1,0,0,1,0,0,1,1,3,1,1,1,2,0,0,0,1,1,0,1,0,1,0,0,0,"Scytonema sp. UIC 10036"
"2126",0,1,0,0,0,0,0,0,0,0,1,4,0,3,0,1,0,3,0,2,0,1,0,1,0,0,1,0,0,0,"Unclassified_g_Geotalea"
"2127",0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,2,2,0,1,0,0,0,0,3,0,1,2,0,0,1,"Lacibacter cauensis"
"2128",0,1,1,1,0,1,3,1,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,"Bacillus sp. OG2"
"2129",2,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,1,0,1,4,0,2,0,0,0,"Sphingobacterium thalpophilum"
"2130",0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,3,0,0,1,1,2,2,"Unclassified_g_Petrotoga"
"2131",0,0,0,0,1,1,0,0,0,0,2,1,2,2,0,0,0,1,1,0,0,0,2,1,0,1,1,0,0,2,"Eubacterium uniforme"
"2132",0,0,0,1,0,0,1,0,0,2,0,2,0,2,5,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,"Vibrio harveyi"
"2133",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,3,2,0,0,0,2,0,0,0,2,4,0,0,0,"Microcoleus sp. FACHB-1515"
"2134",3,1,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,3,1,1,0,0,1,1,0,0,0,0,1,"Clostridiales bacterium GWF2_38_85"
"2135",4,1,0,2,0,0,0,0,0,1,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,"Synechococcus elongatus"
"2136",0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,2,0,0,1,0,3,0,2,1,0,1,1,"Sinobacterium caligoides"
"2137",0,2,0,0,0,0,2,0,0,1,2,1,0,2,1,0,0,0,0,0,2,0,1,0,1,1,2,0,0,0,"Phototrophicales bacterium"
"2138",0,0,0,0,0,0,0,2,0,0,0,1,3,2,2,1,1,0,2,0,0,0,0,1,1,0,0,0,1,1,"Sphingomonas paeninsulae"
"2139",0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,3,0,0,4,2,0,1,"Phycisphaerae bacterium SM23_30"
"2140",0,1,1,1,0,0,0,0,3,0,0,0,0,1,0,1,0,2,0,0,2,0,0,1,0,2,2,0,1,0,"Synechococcus sp. LA31"
"2141",0,0,3,0,0,0,1,1,0,0,2,0,0,0,0,2,1,1,0,0,5,0,2,0,0,0,0,0,0,0,"Unclassified_g_Litorilinea"
"2142",0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,4,0,2,1,0,0,0,0,0,0,1,2,0,0,2,"Citrifermentans bremense"
"2143",1,0,1,1,1,1,0,1,1,2,1,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Pseudolysinimonas yzui"
"2144",0,2,2,0,0,0,0,0,0,0,1,4,1,1,2,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,"Acidipila sp. EB88"
"2145",0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,1,2,1,1,0,1,0,0,1,0,1,4,0,0,0,"bacterium BMS3Bbin02"
"2146",0,4,0,0,0,0,0,0,0,1,0,1,1,2,0,1,3,2,0,0,1,0,0,0,0,1,0,1,0,0,"Marinobacter changyiensis"
"2147",1,0,1,1,3,0,1,2,0,0,1,1,0,0,1,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,"Candidatus Zambryskibacteria bacterium CG11_big_fil_rev_8_21_14_0_20_40_24"
"2148",0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,0,0,0,1,1,0,0,4,0,0,3,"Acetivibrio saccincola"
"2149",0,0,0,0,0,1,1,0,0,0,3,0,2,0,0,0,0,0,1,1,0,2,0,0,0,3,0,0,4,0,"Vibrio rotiferianus"
"2150",0,1,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,2,0,1,1,0,2,0,3,2,0,0,0,"Sphingobacterium hungaricum"
"2151",0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,3,1,2,0,0,3,0,1,0,0,0,1,0,0,1,"Pectobacterium odoriferum"
"2152",0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,3,2,0,2,2,1,0,1,0,0,0,0,1,0,"Candidatus Eremiobacteraeota bacterium"
"2153",0,3,2,1,0,1,0,1,0,1,1,1,0,1,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,"Dysgonomonas sp. 25"
"2154",0,1,3,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,2,0,1,0,0,1,0,1,1,0,2,0,"Bacteroidales bacterium KA00251"
"2155",0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,1,2,0,0,2,2,1,3,1,0,0,0,0,0,"Geobacillus thermocatenulatus"
"2156",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Psychrobacter sp. NZS113"
"2157",2,1,0,0,1,0,0,0,1,0,2,0,0,4,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,"Synechococcus sp. TMED90"
"2158",1,1,1,0,0,2,0,1,0,0,3,0,0,0,2,0,0,2,1,1,0,1,0,0,0,0,0,0,1,1,"Thermodesulforhabdus norvegica"
"2159",1,1,0,1,0,1,0,0,0,1,0,5,1,0,1,0,0,1,0,1,1,0,0,0,0,0,2,1,0,0,"Deltaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_45_16"
"2160",1,0,0,2,0,1,1,0,2,0,0,1,0,0,1,2,0,0,1,1,0,0,1,0,2,1,0,1,0,0,"Malaciobacter mytili"
"2161",0,0,0,1,1,3,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,"Spirochaetes bacterium GWE1_32_154"
"2162",1,0,1,0,0,0,0,0,1,1,1,0,1,3,0,2,0,2,1,0,1,0,0,0,1,1,1,0,0,0,"Dehalogenimonas formicexedens"
"2163",1,0,0,0,1,0,0,1,0,1,0,0,0,4,0,1,1,0,0,0,1,0,0,0,1,3,2,0,1,0,"Streptomyces sp. SDr-06"
"2164",0,1,0,0,0,1,1,1,0,0,0,2,0,3,0,1,2,1,1,0,0,1,1,0,0,0,2,0,0,0,"Thiotrichales bacterium 32-46-8"
"2165",1,0,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,3,1,0,4,1,0,0,"Unclassified_f_Desulfobacteraceae"
"2166",0,3,0,2,1,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,1,0,0,1,0,2,0,1,0,0,"Actinoallomurus sp. WRP9H-5"
"2167",0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,2,1,0,2,0,1,0,1,1,0,2,0,0,0,"Putridiphycobacter roseus"
"2168",3,0,0,0,0,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0,0,0,2,0,0,2,1,1,0,"Thermogemmatispora carboxidivorans"
"2169",0,0,1,0,0,2,0,1,0,0,0,1,0,3,1,1,1,2,1,0,0,0,1,0,1,0,0,0,1,1,"Tropicimonas isoalkanivorans"
"2170",0,0,0,1,0,0,0,0,0,1,0,1,0,5,0,0,1,1,0,0,0,0,1,0,3,1,3,0,0,0,"Pseudomonas sp. PGPPP3"
"2171",0,4,0,1,0,0,1,1,0,0,1,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,"Wocania ichthyoenteri"
"2172",2,2,0,0,0,0,0,0,0,0,0,2,1,4,1,1,0,2,0,1,0,0,0,0,1,0,1,0,0,0,"Salibacter halophilus"
"2173",0,2,0,0,0,0,0,0,0,1,0,1,1,7,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,"Unclassified_g_Peptoniphilus"
"2174",0,1,0,0,0,0,0,1,0,0,0,1,0,5,0,2,0,0,0,0,1,2,0,1,1,1,1,1,0,0,"Clostridium spiroforme"
"2175",2,2,0,1,0,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,2,1,0,0,0,0,1,0,2,0,"Cloacibacillus sp. An23"
"2176",0,0,0,0,1,0,0,2,1,0,1,0,1,4,0,0,0,2,1,0,0,0,0,0,0,0,2,2,1,0,"candidate division BRC1 bacterium SM23_51"
"2177",0,1,0,0,0,0,0,1,0,0,0,2,0,6,0,2,1,0,0,0,0,2,0,1,2,0,0,0,0,0,"Verrucomicrobiaceae bacterium TMED76"
"2178",0,0,0,1,0,0,0,1,0,0,0,1,0,4,0,1,0,3,0,0,0,0,1,0,2,1,1,0,1,1,"Blastopirellula marina"
"2179",0,2,0,0,0,1,0,1,1,0,0,2,1,4,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,0,"Microgenomates group bacterium ADurb.Bin219"
"2180",1,0,0,0,1,2,0,0,0,1,0,3,0,4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,"Flavobacterium viscosum"
"2181",0,0,1,0,0,1,1,0,1,0,0,0,1,3,0,1,0,1,0,0,2,1,2,1,1,0,1,0,0,0,"Kribbella sp. VKMAc-2574"
"2182",0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,1,0,0,1,0,1,1,3,1,0,1,0,1,0,"Flavobacterium piscis"
"2183",2,0,2,1,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,1,0,1,0,2,1,1,0,0,0,"Mucilaginibacter mallensis"
"2184",0,0,1,0,1,0,0,0,0,0,0,1,0,5,0,2,0,1,0,0,1,0,0,1,1,1,1,0,2,0,"Synechococcus sp. 65AY6Li"
"2185",0,1,0,1,0,3,0,0,2,0,0,0,0,3,0,0,0,1,1,0,1,0,0,2,0,0,2,0,1,0,"Chondrocystis sp. NIES-4102"
"2186",0,1,1,0,0,0,0,1,0,0,2,0,0,5,0,0,2,0,0,0,1,0,0,1,1,0,1,1,0,1,"Deinococcus sp. KSM4-11"
"2187",1,2,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,1,"Paenibacillus sp. WST5"
"2188",0,1,0,0,0,0,0,0,0,1,1,2,0,5,2,0,0,0,0,0,2,0,1,0,0,1,1,0,0,1,"Streptomyces sp. GbtcB7"
"2189",1,1,0,0,0,1,0,1,0,1,0,3,0,4,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,"Chryseobacterium sp. OV279"
"2190",1,1,0,0,0,0,0,1,1,0,0,0,0,5,0,0,2,1,1,0,0,1,0,2,0,0,1,0,1,0,"Unclassified_c_Oligoflexia"
"2191",0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,2,0,1,2,3,2,1,0,0,0,0,0,0,1,0,"Spirosoma endbachense"
"2192",0,3,2,0,1,0,0,2,0,0,1,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,"Croceivirga radicis"
"2193",1,1,0,1,0,1,0,0,1,0,1,0,0,0,2,3,2,0,1,1,1,0,1,0,1,0,0,0,0,0,"Peribacillus saganii"
"2194",0,0,0,0,0,0,0,1,0,1,0,5,1,2,0,0,0,2,0,1,1,0,0,0,0,1,1,0,1,0,"Blastopirellula retiformator"
"2195",1,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,1,1,1,0,0,1,"Unclassified_g_Ornithinimicrobium"
"2196",1,2,0,1,0,0,2,1,1,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,2,0,1,0,"Unclassified_g_Singulisphaera"
"2197",1,1,1,1,1,0,0,0,0,1,2,0,1,0,2,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,"Unclassified_f_Nostocaceae"
"2198",0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,3,2,1,0,0,0,0,0,0,1,"Streptomyces sp. TS71-3"
"2199",0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,1,2,1,0,0,0,1,0,1,0,2,1,0,2,"Virgibacillus profundi"
"2200",0,0,0,0,0,0,0,2,1,1,2,0,1,0,2,1,1,0,0,0,0,0,1,0,1,1,0,1,0,2,"Paucilactobacillus vaccinostercus"
"2201",0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,2,3,0,0,3,0,0,1,"Peribacillus loiseleuriae"
"2202",0,0,1,0,0,3,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,0,0,0,0,"Enterobacter sp. FY-07"
"2203",0,1,3,2,1,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,"Levilactobacillus huananensis"
"2204",0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,2,2,2,1,0,0,0,0,0,1,1,3,0,0,0,"Streptomyces sp. CB02009"
"2205",0,0,0,1,0,0,0,2,0,0,0,0,1,3,0,1,1,0,1,0,0,0,1,2,0,0,4,0,0,0,"Fibrobacter sp. UWB7"
"2206",0,0,1,1,0,2,0,1,1,0,1,1,1,0,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,"Histophilus somni"
"2207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,4,"Mordavella massiliensis"
"2208",0,0,1,1,0,0,0,0,0,0,0,2,1,1,4,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,"Lactobacillus sp. SL9-6"
"2209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,"Lactobacillus sp. DS9_6"
"2210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"Bombilactobacillus bombi"
"2211",0,0,1,1,0,1,2,2,1,0,1,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0,2,0,0,"uncultured bacterium A1Q1_fo517"
"2212",0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,3,2,0,0,2,3,0,0,0,"Tessaracoccus sp. SD287"
"2213",0,0,1,1,0,1,0,2,0,1,0,1,1,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,1,2,"Gordonia rhizosphera"
"2214",2,2,1,1,0,1,0,0,2,0,1,1,1,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,"Unclassified_o_Bacteriovoracales"
"2215",0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,4,1,1,1,0,0,2,0,0,0,1,"Unclassified_f_Nocardioidaceae"
"2216",0,1,0,1,1,0,1,0,0,2,0,1,1,0,1,0,1,1,1,1,2,0,0,0,0,2,0,0,0,0,"Cupriavidus sp. SK-3"
"2217",0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,4,1,1,3,0,0,0,"Sulfobacillus thermosulfidooxidans"
"2218",0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,2,0,4,0,0,1,1,0,0,0,0,2,0,2,0,"Peptococcaceae bacterium BICA1-7"
"2219",1,1,0,1,0,1,0,0,0,0,2,1,0,3,0,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,"Unclassified_p_Lentisphaerae"
"2220",0,0,0,0,2,0,0,1,1,0,0,2,0,5,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,"Deinococcus pimensis"
"2221",1,0,2,0,0,0,1,0,0,0,0,3,0,3,0,0,2,0,3,0,0,0,0,1,0,1,0,0,0,0,"Arthrobacter sp. 4R501"
"2222",0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,1,2,2,0,2,1,1,0,"Streptomyces sp. MBT62"
"2223",0,0,1,1,1,2,0,0,0,1,0,0,3,0,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,"Aureimonas sp. ME7"
"2224",0,0,1,0,0,0,0,0,2,0,0,2,2,1,0,1,3,0,0,0,0,0,0,0,1,0,2,0,2,0,"Erythrobacter donghaensis"
"2225",0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,1,1,0,0,0,1,0,0,2,0,4,1,1,"Tsukamurella paurometabola"
"2226",0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,5,1,0,0,1,1,2,0,0,0,2,0,0,0,0,"Unclassified_g_Aestuariivivens"
"2227",1,0,0,0,0,0,0,1,0,3,0,0,0,2,0,2,1,1,0,1,1,0,0,0,0,0,2,1,0,1,"Unclassified_c_Tissierellia"
"2228",0,0,0,0,0,1,0,0,0,1,1,0,1,2,1,2,0,2,0,1,0,0,0,0,2,1,2,0,0,0,"Unclassified_g_Desulfosporosinus"
"2229",0,0,2,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,"Hymenobacter sp. YIM 151500-1"
"2230",1,1,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,2,1,4,0,1,0,0,0,0,0,0,1,0,"Geomicrobium sp. JCM 19037"
"2231",1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,3,2,1,1,1,0,0,1,1,"Flexivirga endophytica"
"2232",2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,1,2,0,0,0,0,0,0,0,1,"Enterobacter sp. BIDMC 27"
"2233",0,2,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,0,0,1,0,1,0,0,3,1,0,0,"Unclassified_g_Pseudovibrio"
"2234",0,1,1,0,0,0,1,0,0,0,1,1,1,2,0,0,1,1,1,0,1,0,0,0,0,1,0,2,2,0,"Unclassified_g_Dialister"
"2235",1,2,1,0,1,1,2,1,0,2,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,"Rhodobaculum claviforme"
"2236",0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pseudoalteromonas sp. SWXJZ10B"
"2237",0,1,2,0,1,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,1,0,1,0,1,"Jannaschia rubra"
"2238",0,1,1,0,0,1,0,1,0,0,1,4,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0,"Deltaproteobacteria bacterium RBG_13_61_14"
"2239",0,1,0,1,0,0,0,0,0,0,0,2,3,3,0,0,0,2,0,0,0,0,0,1,0,0,1,2,1,0,"Hoyosella rhizosphaerae"
"2240",1,1,0,0,0,0,0,0,1,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,"Firmicutes bacterium HGW-Firmicutes-16"
"2241",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,0,1,0,0,0,1,1,"Yersinia pseudotuberculosis"
"2242",0,1,0,0,0,0,0,0,0,0,0,1,1,3,2,1,1,0,0,1,2,1,0,1,0,0,0,0,2,0,"Okeania sp. KiyG1"
"2243",0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,2,0,1,0,1,0,1,0,2,1,0,1,0,1,2,"Unclassified_p_Candidatus Jorgensenbacteria"
"2244",2,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,1,1,0,0,1,0,0,0,0,1,3,1,0,"Acidaminobacter sp. JC074"
"2245",0,0,1,0,0,0,0,1,1,0,1,0,0,4,0,0,1,1,2,0,0,0,0,0,1,1,3,0,0,0,"Mycobacterium sp. KBS0706"
"2246",0,0,0,0,1,1,1,0,0,0,1,1,1,2,2,2,0,1,0,0,1,0,0,1,0,0,0,2,0,0,"Psychrobacter sp. NG25"
"2247",0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,0,0,1,2,1,0,1,0,1,1,0,0,0,0,1,"Pseudoxanthomonas taiwanensis"
"2248",1,0,1,0,1,0,0,0,0,0,0,2,2,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,3,0,"Corynebacterium kroppenstedtii"
